Time,R.ASIS.X,R.ASIS.Y,R.ASIS.Z,L.ASIS.X,L.ASIS.Y,L.ASIS.Z,V.Sacral.X,V.Sacral.Y,V.Sacral.Z,R.Thigh.Upper.X,R.Thigh.Upper.Y,R.Thigh.Upper.Z,R.Thigh.Front.X,R.Thigh.Front.Y,R.Thigh.Front.Z,R.Thigh.Rear.X,R.Thigh.Rear.Y,R.Thigh.Rear.Z,L.Thigh.Upper.X,L.Thigh.Upper.Y,L.Thigh.Upper.Z,L.Thigh.Front.X,L.Thigh.Front.Y,L.Thigh.Front.Z,L.Thigh.Rear.X,L.Thigh.Rear.Y,L.Thigh.Rear.Z,R.Shank.Upper.X,R.Shank.Upper.Y,R.Shank.Upper.Z,R.Shank.Front.X,R.Shank.Front.Y,R.Shank.Front.Z,R.Shank.Rear.X,R.Shank.Rear.Y,R.Shank.Rear.Z,L.Shank.Upper.X,L.Shank.Upper.Y,L.Shank.Upper.Z,L.Shank.Front.X,L.Shank.Front.Y,L.Shank.Front.Z,L.Shank.Rear.X,L.Shank.Rear.Y,L.Shank.Rear.Z,R.Heel.X,R.Heel.Y,R.Heel.Z,R.Midfoot.Sup.X,R.Midfoot.Sup.Y,R.Midfoot.Sup.Z,R.Midfoot.Lat.X,R.Midfoot.Lat.Y,R.Midfoot.Lat.Z,R.Toe.Tip.X,R.Toe.Tip.Y,R.Toe.Tip.Z,L.Heel.X,L.Heel.Y,L.Heel.Z,L.Midfoot.Sup.X,L.Midfoot.Sup.Y,L.Midfoot.Sup.Z,L.Midfoot.Lat.X,L.Midfoot.Lat.Y,L.Midfoot.Lat.Z,L.Toe.Tip.X,L.Toe.Tip.Y,L.Toe.Tip.Z,Sternum.X,Sternum.Y,Sternum.Z,R.Acromium.X,R.Acromium.Y,R.Acromium.Z,L.Acromium.X,L.Acromium.Y,L.Acromium.Z,R.Bicep.X,R.Bicep.Y,R.Bicep.Z,L.Bicep.X,L.Bicep.Y,L.Bicep.Z,R.Elbow.X,R.Elbow.Y,R.Elbow.Z,L.Elbow.X,L.Elbow.Y,L.Elbow.Z,R.Wrist.Med.X,R.Wrist.Med.Y,R.Wrist.Med.Z,R.Wrist.Lat.X,R.Wrist.Lat.Y,R.Wrist.Lat.Z,L.Wrist.Med.X,L.Wrist.Med.Y,L.Wrist.Med.Z,L.Wrist.Lat.X,L.Wrist.Lat.Y,L.Wrist.Lat.Z,R.Toe.Lat.X,R.Toe.Lat.Y,R.Toe.Lat.Z,R.Toe.Med.X,R.Toe.Med.Y,R.Toe.Med.Z,L.Toe.Lat.X,L.Toe.Lat.Y,L.Toe.Lat.Z,L.Toe.Med.X,L.Toe.Med.Y,L.Toe.Med.Z,R.Temple.X,R.Temple.Y,R.Temple.Z,L.Temple.X,L.Temple.Y,L.Temple.Z,Top.Head.X,Top.Head.Y,Top.Head.Z
2.217,616.76086,1081.13123,175.92751,619.19012,1074.06628,-83.84676,418.8642,1072.65527,51.51074,589.99445,755.19086,214.53954,651.50415,698.20105,118.72785,585.98083,633.21057,201.09825,654.29956,777.57007,-150.46855,759.61975,773.12,-99.08831,698.30963,676.13092,-145.38246,517.85736,459.23376,183.55786,591.34473,419.16464,129.12465,525.29016,371.97281,186.40187,681.12299,494.35605,-146.39212,694.89142,423.88055,-94.39282,638.69147,469.79358,-150.04152,421.7023,71.1834,93.21958,566.06927,78.88891,61.4702,556.49646,63.29252,168.476,709.43311,48.42093,105.02285,406.91324,231.07486,-46.09401,547.13727,138.32892,-30.40297,525.40881,140.69174,-125.68721,625.04987,57.23277,-63.89063,641.49658,1393.88806,38.73948,544.89685,1473.94336,254.84381,558.8053,1506.13208,-163.63577,576.18689,1270.01965,296.84872,562.50372,1268.55151,-204.31429,547.94165,1162.45044,326.01563,503.448,1177.84424,-242.5435,731.6441,965.80664,299.35919,697.03967,941.24695,349.48697,603.15826,944.29553,-210.04321,555.62646,938.88037,-268.72287,644.59143,38.97816,183.88583,651.90308,46.67472,73.4925,560.61304,84.02331,-136.69084,586.33685,83.34715,-36.39676,683.86646,1638.70142,131.36554,691.61438,1647.44397,-7.8817,633.7309,1808.76953,72.0901
2.233,613.69757,1080.18933,177.33026,617.06079,1074.13159,-82.76028,416.71664,1073.18884,51.76716,582.21716,755.3703,215.72646,642.2475,695.87622,119.60611,573.84406,632.34998,201.37639,658.32837,779.94489,-149.64911,761.47815,777.55756,-96.32016,702.23474,678.95581,-143.02414,502.11389,459.05145,183.59854,575.80511,419.78308,128.71056,507.87601,372.61835,186.50854,691.04144,493.91022,-142.66122,712.84589,425.57733,-93.62892,652.77405,466.32224,-148.77492,403.07852,71.32652,92.86983,547.01556,78.72158,61.34615,537.35199,63.27091,168.23558,690.28479,48.2335,105.0133,440.84805,207.40485,-45.43953,588.77185,127.67661,-30.97651,566.92145,129.25633,-126.14104,673.68115,54.4454,-65.16945,640.21564,1393.23364,38.8718,544.70398,1474.4679,254.61839,557.24786,1504.98352,-164.69576,577.84821,1270.98157,296.96225,556.97101,1267.92261,-204.96524,550.06378,1163.40308,327.3522,496.42679,1177.79419,-242.39931,738.81677,973.08209,298.10147,705.98309,946.62164,348.44815,598.3244,945.57684,-209.92558,549.96265,937.7934,-266.67831,625.33295,38.6223,183.59244,633.11945,46.60411,73.57208,607.01746,76.21691,-137.58817,632.85846,76.58212,-37.39494,683.04968,1639.84253,130.55165,689.72528,1647.87708,-9.52751,631.70721,1809.14917,70.95663
2.25,611.80194,1079.4762,178.45892,615.33734,1073.00098,-81.88823,414.66779,1073.26367,51.91214,574.0592,755.02679,215.07314,632.73572,694.33197,120.76545,561.87366,631.59113,201.33493,660.50439,781.25378,-148.69798,762.07233,779.74127,-92.76601,705.77441,680.3465,-141.93011,487.92807,459.76178,183.51846,560.20685,418.59784,129.18129,491.89563,372.50192,186.6031,698.64014,492.22281,-139.48447,727.68774,425.21259,-92.24033,665.07745,461.54941,-147.10645,384.2005,71.59727,92.50599,527.74481,78.41982,61.26684,518.26874,63.18568,168.01549,671.1145,48.11859,104.93744,477.16324,182.96864,-44.71299,632.23694,117.58363,-32.18107,609.17334,118.06179,-127.14815,723.19543,53.02049,-67.73428,639.25549,1392.60388,39.1508,544.33008,1474.47009,254.451,555.43927,1503.49463,-165.12233,578.34753,1271.56152,297.72464,552.34698,1266.4137,-205.34062,551.81995,1163.7334,328.45901,490.80743,1177.19556,-242.20164,745.83862,978.67932,296.4101,714.013,951.86035,346.87262,594.33862,945.76978,-209.27626,546.32648,937.18127,-267.03918,606.53558,37.8756,183.36447,614.5899,46.56709,73.76517,654.22614,69.49045,-139.3837,680.46088,70.66776,-39.4452,681.98438,1639.9707,129.27032,689.40656,1647.88391,-9.73777,629.16925,1808.84473,69.39425
2.267,608.9704,1078.24756,178.96291,613.92847,1072.40247,-81.48996,412.71512,1072.89722,51.88395,564.23773,753.13208,215.06667,624.09833,692.36261,120.16074,552.12512,631.22852,201.22427,660.67767,781.28326,-147.49791,761.49054,780.81445,-90.91637,705.94904,680.53528,-140.37601,472.96857,459.56537,183.03618,545.12799,417.78915,129.21146,476.67596,372.42624,186.65109,707.10767,489.94949,-137.70274,742.33807,424.9964,-91.22074,675.50262,455.5192,-144.9404,365.13367,71.9378,92.10641,508.31943,78.02366,61.24634,499.28665,63.10627,167.83954,651.93878,47.95463,104.85195,515.66058,158.81934,-43.79874,676.93353,108.89902,-33.86155,651.91046,107.93674,-128.59399,772.9787,53.65126,-71.33849,637.85486,1390.77637,38.329,543.59497,1473.91174,253.92381,554.57532,1501.80933,-165.53134,578.34479,1271.31921,298.26611,548.52167,1265.30432,-205.49467,553.20996,1163.47961,329.30856,485.88809,1176.36841,-242.46968,751.99042,985.20636,295.42328,722.71985,956.01398,345.48358,590.91656,945.53595,-208.9178,542.51941,936.52576,-265.00732,587.39874,37.81001,183.04843,596.09369,46.45037,73.90607,701.71558,64.50496,-141.931,728.65985,66.40482,-42.37014,681.40985,1640.01184,128.60332,688.5025,1647.36963,-11.44483,626.72876,1808.04102,68.05214
2.283,606.03601,1076.08765,179.28732,612.33105,1070.15601,-80.82956,410.88736,1072.12085,51.64067,555.59985,751.9707,215.25218,615.42719,690.04175,120.36703,541.5639,630.4989,201.00772,659.00128,779.91418,-146.05449,759.10504,780.01086,-88.16293,704.04028,679.59973,-138.64233,459.36865,459.54785,183.49388,530.55872,416.75253,129.24686,462.11258,372.94342,186.26808,711.68591,486.02756,-135.08934,755.03961,424.41193,-90.48335,684.23547,448.42291,-142.47594,345.98962,72.30709,91.66431,488.87509,77.59753,61.25126,480.3822,63.09732,167.68889,632.76904,47.67239,104.83079,555.95734,136.12547,-42.70674,722.04608,102.42985,-35.79554,694.84473,99.78276,-130.17935,822.20715,56.98893,-75.49876,637.91504,1389.44556,37.85111,540.42487,1472.67676,253.81245,554.08264,1499.13538,-165.86241,578.25134,1270.8158,298.32947,545.34174,1262.67676,-206.05476,554.2392,1162.7345,329.87473,482.2038,1174.5885,-241.8968,757.35706,989.71741,292.89508,728.99091,959.8916,343.79257,588.94922,945.17328,-208.97006,539.99158,935.03699,-264.8703,567.64368,38.63443,183.02437,577.31165,46.14083,73.82318,748.88837,61.9156,-144.86655,776.82428,64.68627,-45.73317,680.2373,1638.85535,126.91311,687.44556,1646.59167,-12.20866,625.36963,1807.07336,65.96484
2.3,604.6366,1074.47156,179.46716,610.66632,1067.93665,-80.37424,409.27338,1070.96069,51.17189,547.89801,750.94342,215.26643,607.9826,687.81531,120.77934,531.44421,629.33087,200.6114,655.66602,777.14075,-144.39644,755.21497,777.62183,-85.27608,701.80804,677.36981,-136.90012,445.22464,459.9436,183.23871,517.34912,416.34711,127.91916,446.94702,372.67453,185.78355,717.3584,481.39865,-133.40724,765.20886,423.42331,-89.13898,691.6795,440.61951,-140.0723,326.87451,72.73512,91.25423,469.58401,77.2213,61.20311,461.50449,63.18208,167.52832,613.6344,47.33499,104.86761,597.50043,115.96716,-41.63855,766.56946,98.84414,-37.68872,737.63934,94.46259,-131.61551,869.90985,63.58643,-79.49869,637.76697,1387.5625,37.66171,540.89844,1471.52637,252.62575,553.8136,1496.21338,-166.8846,578.04254,1269.46973,297.56631,543.09113,1260.77405,-206.77545,554.91675,1161.59937,330.14691,479.40289,1172.70447,-242.15622,760.8739,993.85706,290.59573,734.89441,963.9928,341.87085,585.89355,943.23712,-208.2448,536.12848,933.21973,-264.1337,548.92169,38.1201,184.42957,558.06763,45.63967,73.50704,795.17969,62.35759,-147.63487,824.12457,66.38239,-48.90673,679.59021,1638.11731,125.4284,686.59241,1645.09497,-14.31841,623.49683,1805.17798,64.02469
2.317,601.27429,1071.6925,179.59573,613.33374,1065.65259,-81.53938,407.96277,1069.4032,50.46749,540.73822,749.49127,215.52661,594.48389,683.36774,120.41985,521.62415,628.42126,200.51877,650.8963,773.08557,-142.60857,751.20166,772.82764,-82.35255,696.48907,673.11139,-135.07178,431.85074,459.92905,182.81151,502.38593,415.13483,128.32559,432.13287,372.28891,185.99408,720.89154,476.10583,-132.26883,774.54388,422.95758,-86.95761,698.29156,432.58725,-138.06104,307.90305,73.28467,90.96957,450.59546,76.97165,61.00618,442.63367,63.32746,167.34785,594.57129,47.05025,104.86924,639.44885,99.13335,-40.94974,809.3656,98.61982,-39.17618,779.77594,92.59964,-132.75003,915.07288,73.84406,-82.50243,637.05176,1384.32764,36.32349,540.38733,1470.05103,251.22627,551.72424,1494.00525,-168.0226,577.11353,1268.29114,296.92523,541.60461,1257.96436,-206.51617,555.28528,1160.13477,330.13562,476.15857,1170.38647,-242.45012,765.0827,997.66461,288.23694,740.39044,966.24921,339.30295,584.74298,940.87958,-207.77808,534.63354,930.11292,-262.24704,531.12457,38.42759,184.04285,538.44836,45.07613,73.16283,840.05261,66.39076,-149.68732,869.53418,72.12742,-51.22469,678.99591,1636.5304,123.91658,685.51404,1643.19763,-16.0647,621.70996,1803.35034,61.86224
2.333,600.45032,1068.28088,179.78459,612.19604,1062.07117,-81.39822,406.9968,1067.40369,49.49253,534.77234,748.07483,215.63458,588.28827,681.44739,120.24776,511.6442,627.68127,200.99098,645.23438,768.03076,-140.91766,745.01404,766.11591,-80.24007,690.06799,667.9649,-133.50215,418.35382,460.0816,183.64345,487.80927,413.92307,128.23613,417.61682,372.98935,186.22252,725.87152,469.84793,-131.46779,781.1012,422.34756,-85.46474,704.28186,424.81262,-136.55487,289.11929,74.01159,90.82921,431.98743,76.90237,60.59338,423.78842,63.4751,167.16061,575.58148,46.83398,104.74232,680.56903,86.05038,-40.99047,849.21075,101.8911,-39.86612,820.34149,94.38303,-133.47792,956.67859,87.84058,-83.81293,635.90863,1381.99426,35.68456,539.84253,1468.01404,250.40813,551.89874,1490.61035,-168.75136,578.01038,1266.36597,296.48563,539.28503,1254.96472,-206.37221,555.43219,1158.36987,329.86365,475.63867,1167.35339,-242.85599,768.35931,1000.6452,286.2442,744.0332,968.33563,337.68378,583.85748,938.04956,-207.67973,532.93933,927.08582,-261.60452,510.44638,37.98973,183.91837,518.6239,44.55158,73.05291,882.80255,74.29887,-150.66942,911.82123,81.97417,-52.18808,679.14404,1634.77246,121.74429,685.03021,1640.95105,-17.78496,620.18384,1800.90881,59.18036
2.35,599.03943,1065.90588,179.71765,612.11951,1058.67249,-81.07888,406.37616,1064.94775,48.22846,524.9364,745.32056,215.37192,580.71991,679.14771,120.38489,502.29691,626.2652,200.53485,639.56378,762.42926,-139.58815,738.55133,757.98566,-77.00346,683.42035,661.90759,-133.12312,404.75986,460.05652,183.4137,475.40753,413.27438,128.39508,401.30859,373.14948,185.80733,724.3291,464.63397,-129.4081,786.77515,422.05814,-84.15357,709.43988,417.68008,-135.41446,270.47852,74.98158,90.78416,413.74869,77.03513,59.97191,404.98819,63.61753,166.98157,556.60992,46.59314,104.46418,719.28845,76.76541,-41.89313,884.93829,108.29889,-39.47052,857.97284,99.45061,-133.60216,993.70264,105.01538,-83.10107,636.02802,1379.02356,35.03633,539.37469,1465.30054,248.74112,551.88422,1486.71179,-169.97627,576.45319,1264.05396,296.20905,540.21954,1251.60522,-208.02156,555.42529,1156.33435,329.34015,475.38342,1163.46741,-243.35213,770.2002,1002.30273,283.42776,747.27179,969.79077,335.00909,583.13702,934.5769,-207.48062,532.44373,923.51196,-261.9422,491.31943,37.37217,183.77185,498.67026,44.03545,73.29295,922.34802,85.75368,-150.41833,949.66302,95.1531,-51.58784,677.89716,1631.75867,118.84914,684.85077,1637.88074,-19.72629,619.70941,1797.85059,56.79577
2.367,597.19958,1063.38904,179.30713,612.45715,1055.10266,-81.46517,406.0495,1062.08582,46.70425,520.15582,744.2124,214.91783,572.72498,677.55316,119.84857,492.81183,625.07806,200.16214,634.73297,756.82111,-138.72261,732.15833,750.17413,-73.81864,676.44495,654.98004,-132.98506,391.84454,460.90933,182.64915,459.547,412.14328,129.24661,386.95398,373.86096,185.34494,724.5708,458.84207,-127.55951,790.65173,422.15735,-83.68465,713.48474,411.42529,-134.44975,251.91245,76.28712,90.76728,395.7861,77.3651,59.24139,386.22617,63.82489,166.83043,537.59778,46.23959,104.08519,753.80414,70.89042,-43.46124,915.57916,116.91841,-37.94811,891.09979,106.84937,-132.8708,1025.16382,123.92776,-80.47851,635.77777,1375.86182,33.38285,539.07782,1462.78491,246.84059,554.58252,1482.48499,-172.85619,576.17401,1261.46948,294.04041,541.2323,1247.56873,-209.01114,555.26703,1154.0592,328.52921,475.58844,1159.96301,-243.87071,771.2453,1003.08368,281.24649,749.539,969.89471,333.63638,582.99597,930.81281,-207.79016,532.51239,919.88184,-262.34714,472.48041,37.19055,183.35185,478.67834,43.46561,73.79232,957.23151,99.57328,-148.9106,981.85822,110.13177,-49.49513,676.82654,1628.95911,117.93858,684.50562,1634.79773,-22.18962,618.6272,1794.79102,53.6791
2.383,596.06256,1059.9137,178.62093,613.74707,1051.76794,-81.80819,405.90518,1058.91772,44.96785,513.14069,742.02344,214.35628,566.15125,674.50989,120.7478,485.20941,623.51971,199.29413,631.30377,751.70435,-138.2598,726.58936,743.06201,-70.19736,670.46942,649.13342,-132.61089,379.2619,461.52011,182.54951,446.1521,412.13354,128.84056,373.63034,374.24551,184.78336,724.38074,453.92035,-127.22852,791.01953,422.35635,-80.60409,716.65143,406.16632,-133.64404,233.34657,78.01732,90.70446,377.95767,77.87926,58.56225,367.48114,64.1886,166.73029,518.5412,45.80769,103.72821,782.34369,67.49358,-45.44979,940.20282,126.19108,-35.51534,918.28552,115.06064,-131.17085,1050.19177,142.31287,-76.43204,635.3598,1372.12732,32.27867,536.83881,1459.63171,244.71892,555.53369,1478.69434,-174.3764,575.23846,1259.14526,293.2854,542.5448,1243.67932,-209.52132,554.94733,1151.58301,327.38873,475.66656,1156.03357,-244.11009,771.90411,1002.35498,279.54611,750.49615,969.40063,330.93408,582.4693,925.91766,-208.21523,532.90527,915.48706,-263.5386,452.29974,37.62228,183.56621,458.95068,42.86472,74.33524,985.86115,113.67765,-146.26228,1007.42596,124.84319,-46.19332,677.53583,1627.12329,114.91338,683.99597,1631.65332,-25.11537,617.70844,1790.6803,50.98932
2.4,595.11676,1057.85803,178.0043,614.73364,1048.48352,-82.7179,405.83655,1055.58154,43.06262,508.31244,740.26355,213.89862,557.41669,670.33893,119.87447,476.65747,623.26459,199.25935,629.61163,747.44666,-138.11635,722.37915,736.49719,-67.4676,667.48187,644.39856,-130.99347,367.0278,462.51328,182.77834,433.94485,411.6329,128.8502,360.55954,375.39572,184.22267,724.04016,449.94089,-125.84756,791.52899,422.42456,-79.43168,719.6651,401.9498,-133.08836,214.73953,80.23885,90.52814,360.13202,78.57804,58.08203,348.74326,64.75175,166.68221,499.45123,45.43434,103.57231,803.59045,65.15762,-48.10521,957.86536,134.11742,-32.50047,938.42078,122.15826,-128.62614,1068.13586,157.4133,-71.60536,634.52161,1368.54883,30.07903,537.98395,1457.16711,242.4147,555.69128,1474.67102,-176.86174,574.98553,1255.95813,290.84879,543.36865,1238.50684,-211.6608,554.50677,1149,325.95834,477.25974,1151.05505,-245.81154,772.61859,1000.78082,277.00192,751.62823,967.91205,329.97278,583.97632,921.09131,-208.63947,534.19611,911.03436,-265.23553,433.8941,37.01234,183.62494,439.92178,42.33347,74.70282,1006.88,125.3307,-142.68741,1025.63843,136.95078,-42.07799,677.61963,1623.74365,112.13301,683.59436,1627.9165,-27.38317,616.94049,1788.08289,47.28212
2.417,595.34937,1055.57813,177.66548,616.50024,1046.44873,-83.09385,405.82639,1052.26831,41.02831,503.36209,738.72656,214.36023,553.36554,668.02612,120.70391,469.56833,621.82947,197.90329,629.79132,744.22186,-138.23094,721.05615,732.70435,-66.30186,664.81989,640.83301,-131.49947,356.40421,463.29559,181.64905,425.03201,411.50113,126.71277,347.51376,376.9516,184.28976,723.91064,446.8653,-125.64158,792.82269,421.73758,-78.23731,723.08197,398.73911,-132.705,196.19305,83.04218,90.22596,342.25244,79.48646,57.86759,330.0657,65.49757,166.65883,480.32224,45.18786,103.66543,816.82208,62.64527,-51.95584,968.0976,138.82433,-29.15415,950.86981,126.26018,-125.47511,1078.77942,166.53731,-66.46951,634.25885,1364.56665,28.11529,538.26898,1453.91089,239.73593,555.99988,1469.91431,-178.6114,574.82294,1253.7915,289.49179,544.59509,1234.62878,-213.07945,554.00543,1146.5,324.33212,480.3588,1146.20007,-248.00481,771.05914,997.70947,275.00186,750.302,965.42468,327.95068,585.62286,916.22675,-209.77174,535.32007,905.86725,-266.57407,412.82257,36.65591,184.36153,421.78635,41.97027,74.77865,1019.54901,131.90042,-138.42171,1036.18164,144.20746,-37.50674,675.97009,1620.45251,109.30995,683.88525,1624.46838,-31.05904,616.87573,1784.77588,44.26437
2.433,594.67542,1052.552,176.97447,614.05707,1042.63013,-82.55977,405.97659,1049.22095,38.87892,498.90945,736.61591,211.54088,548.68433,664.88818,121.50073,463.01099,621.41821,197.82483,631.68518,741.98499,-138.52599,722.14496,730.95416,-66.37495,667.40491,639.16589,-129.62671,347.12231,464.59378,181.13538,412.98935,410.84,128.25977,336.38983,378.12134,183.67963,726.06403,444.12598,-125.13992,795.33356,420.08688,-77.34135,726.89252,396.41449,-132.19817,177.952,86.6153,89.88119,324.37262,80.64809,57.89466,311.60895,66.40803,166.65413,461.16779,44.96733,103.80904,821.7641,60.01719,-56.21588,971.31763,139.11769,-25.59894,955.73096,126.22034,-121.92059,1082.51477,167.83098,-61.13155,634.03967,1361.34387,25.75584,537.5224,1451.39331,237.22595,557.13611,1465.95715,-182.53394,574.23145,1250.77026,286.88379,546.0274,1230.29077,-215.23869,553.44897,1144.32581,322.54266,482.20261,1141.86145,-250.12611,770.68243,994.69629,273.02588,749.93091,962.44739,326.38763,586.617,911.69653,-210.49095,537.31281,901.30298,-267.41107,395.45425,36.20259,184.09286,404.2757,41.75001,74.60538,1024.06946,131.94281,-133.71672,1039.38684,145.01642,-32.68914,676.7627,1618.33777,104.93858,683.50897,1621.78772,-34.26612,615.89014,1782.03577,40.20404
2.45,594.71783,1050.64941,176.03659,614.52325,1040.17517,-83.49711,406.47165,1046.67542,36.57736,495.6973,735.88031,210.71829,546.68268,663.05701,121.99841,457.80347,620.83282,197.43257,634.83765,740.54047,-138.91278,727.15753,731.36353,-66.32433,671.85394,638.56396,-130.26143,340.62558,465.65051,181.39432,403.246,408.62253,128.11559,327.80765,379.42612,183.65251,732.0368,442.89444,-124.10068,797.81146,416.88928,-75.89426,730.75824,394.84674,-131.31816,160.24928,91.26111,89.66088,306.64896,82.11314,58.09882,293.57721,67.52634,166.72975,441.97977,44.64399,103.80592,818.77081,58.7473,-58.09228,968.64502,134.80542,-21.92054,954.02759,122.10282,-118.16311,1080.34558,161.08232,-55.53083,635.12836,1358.56885,22.97349,538.41284,1449.60828,234.25464,558.18488,1461.68665,-185.65622,575.35364,1249.61816,284.17145,548.40759,1226.24487,-218.10786,552.78021,1142.67285,320.53094,484.56772,1137.14807,-252.32372,768.49762,990.52045,272.04782,747.29523,958.95776,325.40915,589.11523,906.85736,-212.00439,540.76727,896.48151,-268.96796,376.61841,36.21362,184.12274,386.91904,41.48903,74.31577,1021.68457,125.82885,-128.87927,1036.32336,139.13031,-27.76267,677.12677,1616.37915,102.22496,683.73145,1620.0752,-37.78658,615.32806,1779.87158,36.69054
2.467,594.099,1047.49512,174.84134,615.44586,1039.10767,-85.27277,407.49835,1044.771,34.06474,493.05301,733.55713,209.85519,543.90686,660.14374,121.83341,455.39575,619.95618,196.49951,638.6402,739.66437,-139.33572,731.95245,732.38257,-67.6215,679.0061,638.82751,-130.56653,336.62286,466.52948,180.87984,397.08878,408.27475,128.08424,319.95538,380.71237,182.95213,736.44012,441.62891,-121.66991,802.72699,413.64902,-72.84951,734.33929,393.94971,-130.07373,143.29765,97.3056,89.75652,289.30023,83.93775,58.4403,276.09967,68.94828,166.96887,422.68408,44.22695,103.66087,809.29529,59.95038,-55.67619,961.54065,126.82568,-18.21994,947.47522,115.01474,-114.5202,1073.72791,148.04558,-49.86604,635.54889,1355.98975,19.90678,538.99182,1447.65601,230.43658,557.79547,1458.34619,-188.44089,575.03754,1248.28247,281.74219,550.50287,1222.61926,-219.96445,551.9162,1141.63599,318.22101,487.32117,1133.35461,-254.62703,765.87427,985.8728,270.80151,744.1651,955.12103,324.84299,591.16809,902.77606,-213.77051,543.48444,892.68323,-271.26901,356.42859,36.04388,183.87502,369.41519,40.99838,73.98061,1014.31372,115.36906,-124.2791,1028.60278,127.99102,-22.99465,677.72369,1615.18091,97.0722,684.64374,1618.01672,-41.26903,614.50934,1778.02661,32.30621
2.483,596.52502,1047.0249,172.38194,618.19897,1037.13159,-87.55969,409.16742,1043.51245,31.32754,493.26318,733.09125,208.49341,543.6637,658.51489,121.26624,454.52127,618.82159,196.08411,642.57849,739.20526,-139.82059,737.53601,734.87292,-69.23048,683.90704,638.44427,-128.78412,331.65372,467.94287,180.1458,392.3262,407.44333,127.15661,313.07349,382.19672,183.29068,742.38123,440.64969,-120.71877,805.14429,409.14975,-69.70557,737.3454,393.67728,-128.73688,127.4184,104.95774,90.29613,272.56082,86.19973,58.92947,259.22055,70.75587,167.39453,403.24423,43.83503,103.44671,795.69098,62.97595,-50.5244,951.45624,116.95985,-14.72829,937.82416,106.4557,-111.39834,1064.20203,131.78696,-44.72471,636.93097,1354.53503,17.70608,540.92218,1447.11462,226.8578,560.94061,1456.01074,-191.97031,575.00458,1247.85193,279.01627,554.05432,1219.97278,-222.39197,550.80023,1141.23938,315.59637,491.17593,1129.89307,-257.81091,761.8858,980.5661,269.56125,740.04938,950.88867,324.64471,594.47375,899.70734,-216.3519,545.84253,889.63135,-273.62949,340.31143,35.62383,185.06158,351.68423,40.24884,73.57612,1003.83679,102.83013,-120.32742,1017.87335,114.18032,-18.84025,678.12524,1614.02344,94.31394,684.70667,1616.92554,-45.76385,615.12268,1776.45142,28.02242
2.5,597.61365,1045.06885,169.86432,621.18549,1036.77747,-89.61594,411.46918,1042.82166,28.44627,493.18756,732.70135,207.37843,543.82269,657.21033,121.08258,454.66431,618.63855,196.06737,646.46545,739.15649,-140.51045,743.04224,736.32593,-73.28996,688.2132,638.86377,-126.87318,329.60043,469.25595,180.18889,388.62308,406.50763,127.54501,308.81937,384.95294,183.59755,745.29718,439.80505,-119.00562,807.50323,406.81555,-67.47704,739.50934,393.99911,-127.76331,112.98324,114.30198,91.24348,256.65775,89.02112,59.60041,242.99771,73.00758,167.97035,383.76495,43.57491,103.15954,780.13831,66.32192,-45.54522,939.32233,107.03405,-11.99527,926.27112,97.76624,-109.14391,1052.89832,115.34981,-40.74834,637.72363,1353.13281,13.82534,541.79669,1446.89575,223.00475,562.12018,1453.58936,-195.98859,574.37195,1247.55969,275.50992,556.12061,1217.64429,-225.50224,549.43787,1141.49744,312.6857,493.23975,1127.2793,-259.69394,756.35992,975.08716,269.42001,733.34186,946.98035,325.02423,597.64807,896.82098,-218.27913,549.25195,886.76434,-275.94705,321.50342,35.00319,185.66866,333.84918,39.37932,73.07769,991.49036,90.13904,-117.38556,1005.31989,100.28326,-15.73989,678.12616,1613.63525,90.62998,685.1922,1616.55786,-49.39157,614.13971,1776.27051,23.29867
